CodePoint,LongName
0x22B3,\[RightTriangle]
0x29D0,\[RightTriangleBar]
0x22B5,\[RightTriangleEqual]
0x294F,\[RightUpDownVector]
0x295C,\[RightUpTeeVector]
0x21BE,\[RightUpVector]
0x2954,\[RightUpVectorBar]
0x21C0,\[RightVector]
0x2953,\[RightVectorBar]
0x2970,\[RoundImplies]
0xF3B2,\[RoundSpaceIndicator]
0xF522,\[Rule]
0xF51F,\[RuleDelayed]
0x20B9,\[Rupee]
0x2639,\[SadSmiley]
0x2650,\[SagittariusSign]
0x03E1,\[Sampi]
0x2644,\[Saturn]
0x264F,\[ScorpioSign]
0xF6B2,\[ScriptA]
0xF6B3,\[ScriptB]
0xF6B4,\[ScriptC]
0xF770,\[ScriptCapitalA]
0x212C,\[ScriptCapitalB]
0xF772,\[ScriptCapitalC]
0xF773,\[ScriptCapitalD]
0x2130,\[ScriptCapitalE]
0x2131,\[ScriptCapitalF]
0xF776,\[ScriptCapitalG]
0x210B,\[ScriptCapitalH]
0x2110,\[ScriptCapitalI]
0xF779,\[ScriptCapitalJ]
0xF77A,\[ScriptCapitalK]
0x2112,\[ScriptCapitalL]
0x2133,\[ScriptCapitalM]
0xF77D,\[ScriptCapitalN]
0xF77E,\[ScriptCapitalO]
0xF77F,\[ScriptCapitalP]
0xF780,\[ScriptCapitalQ]
0x211B,\[ScriptCapitalR]
0xF782,\[ScriptCapitalS]
0xF783,\[ScriptCapitalT]
0xF784,\[ScriptCapitalU]
0xF785,\[ScriptCapitalV]
0xF786,\[ScriptCapitalW]
0xF787,\[ScriptCapitalX]
0xF788,\[ScriptCapitalY]
0xF789,\[ScriptCapitalZ]
0xF6B5,\[ScriptD]
0xF730,\[ScriptDotlessI]
0xF731,\[ScriptDotlessJ]
0x212F,\[ScriptE]
0xF7F8,\[ScriptEight]
0xF6B7,\[ScriptF]
0xF7F5,\[ScriptFive]
0xF7F4,\[ScriptFour]
0x210A,\[ScriptG]
0xF6B9,\[ScriptH]
0xF6BA,\[ScriptI]
0xF6BB,\[ScriptJ]
0xF6BC,\[ScriptK]
0x2113,\[ScriptL]
0xF6BE,\[ScriptM]
0xF6BF,\[ScriptN]
0xF7F9,\[ScriptNine]
0x2134,\[ScriptO]
0xF7F1,\[ScriptOne]
0xF6C1,\[ScriptP]
0xF6C2,\[ScriptQ]
0xF6C3,\[ScriptR]
0xF6C4,\[ScriptS]
0xF7F7,\[ScriptSeven]
0xF7F6,\[ScriptSix]
0xF6C5,\[ScriptT]
0xF7F3,\[ScriptThree]
0xF7F2,\[ScriptTwo]
0xF6C6,\[ScriptU]
0xF6C7,\[ScriptV]
0xF6C8,\[ScriptW]
0xF6C9,\[ScriptX]
0xF6CA,\[ScriptY]
0xF6CB,\[ScriptZ]
0xF7F0,\[ScriptZero]
0x00A7,\[Section]
0xF527,\[SelectionPlaceholder]
0x0161,\[SHacek]
0xF11D,\[Shah]
0x266F,\[Sharp]
0xF7D5,\[ShiftKey]
0xF52B,\[ShortDownArrow]
0xF526,\[ShortLeftArrow]
0xF525,\[ShortRightArrow]
0xF52A,\[ShortUpArrow]
0x03C3,\[Sigma]
0x2736,\[SixPointedStar]
0x2043,\[SkeletonIndicator]
0x2218,\[SmallCircle]
0x2423,\[SpaceIndicator]
0xF7BF,\[SpaceKey]
0x2660,\[SpadeSuit]
0xF3BB,\[SpanFromAbove]
0xF3BC,\[SpanFromBoth]
0xF3BA,\[SpanFromLeft]
0x2222,\[SphericalAngle]
0xF72A,\[Spooky]
0x221A,\[Sqrt]
0xF520,\[Square]
0x2293,\[SquareIntersection]
0x228F,\[SquareSubset]
0x2291,\[SquareSubsetEqual]
0x2290,\[SquareSuperset]
0x2292,\[SquareSupersetEqual]
0x2294,\[SquareUnion]
0x22C6,\[Star]
0xF3CD,\[StepperDown]
0xF3CB,\[StepperLeft]
0xF3CA,\[StepperRight]
0xF3CC,\[StepperUp]
0x00A3,\[Sterling]
0x03DB,\[Stigma]
0x2282,\[Subset]
0x2286,\[SubsetEqual]
0x227B,\[Succeeds]
0x2AB0,\[SucceedsEqual]
0x227D,\[SucceedsSlantEqual]
0x227F,\[SucceedsTilde]
0x220D,\[SuchThat]
0x2211,\[Sum]
0x2609,\[Sun]
0x2283,\[Superset]
0x2287,\[SupersetEqual]
0xF75F,\[SystemEnterKey]
0xF3AF,\[SystemsModelDelay]
0x00DF,\[SZ]
0xF7BE,\[TabKey]
0x03C4,\[Tau]
0x2649,\[TaurusSign]
0xF3DA,\[TensorProduct]
0xF3DB,\[TensorWedge]
0x0165,\[THacek]
0x2234,\[Therefore]
0x03B8,\[Theta]
0x2005,\[ThickSpace]
0x2009,\[ThinSpace]
0x00FE,\[Thorn]
0x223C,\[Tilde]
0x2243,\[TildeEqual]
0x2245,\[TildeFullEqual]
0x2248,\[TildeTilde]
0x00D7,\[Times]
0x2122,\[Trademark]
0xF3C7,\[Transpose]
0xF758,\[TripleDot]
0xF120,\[TwoWayRule]
0x00FA,\[UAcute]
0x0171,\[UDoubleAcute]
0x00FC,\[UDoubleDot]
0x00F9,\[UGrave]
0x00FB,\[UHat]
0xFE38,\[UnderBrace]
0x23B5,\[UnderBracket]
0xFE36,\[UnderParenthesis]
0xF3D4,\[UndirectedEdge]
0x22C3,\[Union]
0x228E,\[UnionPlus]
0xFFFD,\[UnknownGlyph]
0x2191,\[UpArrow]
0x2912,\[UpArrowBar]
0x21C5,\[UpArrowDownArrow]
0x2195,\[UpDownArrow]
0x296E,\[UpEquilibrium]
0x2196,\[UpperLeftArrow]
0x2197,\[UpperRightArrow]
0x25B4,\[UpPointer]
0x03C5,\[Upsilon]
0x22A5,\[UpTee]
0x21A5,\[UpTeeArrow]
0x26E2,\[Uranus]
0x016F,\[URing]
0xF434,\[VectorGreater]
0xF435,\[VectorGreaterEqual]
0xF436,\[VectorLess]
0xF437,\[VectorLessEqual]
0x22C1,\[Vee]
0x2640,\[Venus]
0xF3D0,\[VerticalBar]
0x22EE,\[VerticalEllipsis]
0x2502,\[VerticalLine]
0xF432,\[VerticalSeparator]
0x2240,\[VerticalTilde]
0x200A,\[VeryThinSpace]
0xF727,\[Villa]
0x264D,\[VirgoSign]
0xF725,\[WarningSign]
0x231A,\[WatchIcon]
0x22C0,\[Wedge]
0x2118,\[WeierstrassP]
0x2657,\[WhiteBishop]
0x2654,\[WhiteKing]
0x2658,\[WhiteKnight]
0x2659,\[WhitePawn]
0x2655,\[WhiteQueen]
0x2656,\[WhiteRook]
0xF720,\[Wolf]
0xF352,\[WolframAlphaPrompt]
0xF11E,\[WolframLanguageLogo]
0xF11F,\[WolframLanguageLogoCircle]
0x03BE,\[Xi]
0xF4A2,\[Xnor]
0x22BB,\[Xor]
0x00FD,\[YAcute]
0x00FF,\[YDoubleDot]
0x00A5,\[Yen]
0x03B6,\[Zeta]
0x017E,\[ZHacek]
